Specificity	GO_CC	Population	SpecificInts	CC	Overlap	Pvalue	OverlapGenes
MUT	inner dynein arm	232	43	0	0	1	
WT	microprocessor complex	232	5	0	0	1	
MUT	microprocessor complex	232	43	0	0	1	
WT	BLOC-3 complex	232	5	0	0	1	
MUT	BLOC-3 complex	232	43	0	0	1	
WT	tRNA-intron endonuclease complex	232	5	0	0	1	
MUT	tRNA-intron endonuclease complex	232	43	0	0	1	
WT	Swr1 complex	232	5	0	0	1	
MUT	Swr1 complex	232	43	0	0	1	
WT	Piccolo NuA4 histone acetyltransferase complex	232	5	0	0	1	
MUT	Piccolo NuA4 histone acetyltransferase complex	232	43	0	0	1	
WT	transcription factor TFIIIB complex	232	5	0	0	1	
MUT	transcription factor TFIIIB complex	232	43	0	0	1	
WT	t-UTP complex	232	5	0	0	1	
MUT	t-UTP complex	232	43	0	0	1	
WT	granular vesicle	232	5	0	0	1	
MUT	granular vesicle	232	43	0	0	1	
WT	super elongation complex	232	5	0	0	1	
MUT	super elongation complex	232	43	0	0	1	
WT	9+0 motile cilium	232	5	0	0	1	
MUT	9+0 motile cilium	232	43	0	0	1	
WT	proximal portion of axoneme	232	5	0	0	1	
MUT	proximal portion of axoneme	232	43	0	0	1	
WT	LUBAC complex	232	5	1	0	1	
MUT	LUBAC complex	232	43	1	1	0.185344827586207	RNF31
WT	mitochondrial ATP-gated potassium channel complex	232	5	0	0	1	
MUT	mitochondrial ATP-gated potassium channel complex	232	43	0	0	1	
WT	myosin V complex	232	5	1	0	1	
MUT	myosin V complex	232	43	1	0	1	
WT	host cell viral assembly compartment	232	5	0	0	1	
MUT	host cell viral assembly compartment	232	43	0	0	1	
WT	preribosome	232	5	0	0	1	
MUT	preribosome	232	43	0	0	1	
WT	Mpp10 complex	232	5	0	0	1	
MUT	Mpp10 complex	232	43	0	0	1	
WT	intrinsic component of peroxisomal membrane	232	5	0	0	1	
MUT	intrinsic component of peroxisomal membrane	232	43	0	0	1	
WT	rod spherule	232	5	0	0	1	
MUT	rod spherule	232	43	0	0	1	
WT	succinate-CoA ligase complex (GDP-forming)	232	5	0	0	1	
MUT	succinate-CoA ligase complex (GDP-forming)	232	43	0	0	1	
WT	acrosomal lumen	232	5	0	0	1	
MUT	acrosomal lumen	232	43	0	0	1	
WT	coated vesicle membrane	232	5	0	0	1	
MUT	coated vesicle membrane	232	43	0	0	1	
WT	integrin alphaIIb-beta3 complex	232	5	0	0	1	
MUT	integrin alphaIIb-beta3 complex	232	43	0	0	1	
WT	3-methylcrotonyl-CoA carboxylase complex, mitochondrial	232	5	0	0	1	
MUT	3-methylcrotonyl-CoA carboxylase complex, mitochondrial	232	43	0	0	1	
WT	methylcrotonoyl-CoA carboxylase complex	232	5	0	0	1	
MUT	methylcrotonoyl-CoA carboxylase complex	232	43	0	0	1	
WT	cytoplasmic side of dendritic spine plasma membrane	232	5	1	0	1	
MUT	cytoplasmic side of dendritic spine plasma membrane	232	43	1	0	1	
WT	mitochondrial inner membrane peptidase complex	232	5	0	0	1	
MUT	mitochondrial inner membrane peptidase complex	232	43	0	0	1	
WT	respiratory chain complex II	232	5	0	0	1	
MUT	respiratory chain complex II	232	43	0	0	1	
WT	collagen type XII trimer	232	5	0	0	1	
MUT	collagen type XII trimer	232	43	0	0	1	
WT	cytoplasmic side of late endosome membrane	232	5	0	0	1	
MUT	cytoplasmic side of late endosome membrane	232	43	0	0	1	
WT	lamellar body membrane	232	5	0	0	1	
MUT	lamellar body membrane	232	43	0	0	1	
WT	alveolar lamellar body membrane	232	5	0	0	1	
MUT	alveolar lamellar body membrane	232	43	0	0	1	
WT	Derlin-1-VIMP complex	232	5	0	0	1	
MUT	Derlin-1-VIMP complex	232	43	0	0	1	
WT	NLS-dependent protein nuclear import complex	232	5	0	0	1	
MUT	NLS-dependent protein nuclear import complex	232	43	0	0	1	
WT	RES complex	232	5	0	0	1	
MUT	RES complex	232	43	0	0	1	
WT	methyltransferase complex	232	5	0	0	1	
MUT	methyltransferase complex	232	43	0	0	1	
WT	growing cell tip	232	5	0	0	1	
MUT	growing cell tip	232	43	0	0	1	
WT	host cell presynaptic membrane	232	5	0	0	1	
MUT	host cell presynaptic membrane	232	43	0	0	1	
WT	mucin granule	232	5	0	0	1	
MUT	mucin granule	232	43	0	0	1	
WT	integral component of omegasome membrane	232	5	0	0	1	
MUT	integral component of omegasome membrane	232	43	0	0	1	
WT	katanin complex	232	5	0	0	1	
MUT	katanin complex	232	43	0	0	1	
WT	omegasome	232	5	0	0	1	
MUT	omegasome	232	43	0	0	1	
WT	nuclear RNA export factor complex	232	5	0	0	1	
MUT	nuclear RNA export factor complex	232	43	0	0	1	
WT	kinesin I complex	232	5	0	0	1	
MUT	kinesin I complex	232	43	0	0	1	
WT	cone cell pedicle	232	5	0	0	1	
MUT	cone cell pedicle	232	43	0	0	1	
WT	RNA polymerase transcription factor SL1 complex	232	5	0	0	1	
MUT	RNA polymerase transcription factor SL1 complex	232	43	0	0	1	
WT	R2TP complex	232	5	0	0	1	
MUT	R2TP complex	232	43	0	0	1	
WT	gamma-tubulin small complex	232	5	0	0	1	
MUT	gamma-tubulin small complex	232	43	0	0	1	
WT	platelet dense granule	232	5	0	0	1	
MUT	platelet dense granule	232	43	0	0	1	
WT	anchored component of the cytoplasmic side of the plasma membrane	232	5	0	0	1	
MUT	anchored component of the cytoplasmic side of the plasma membrane	232	43	0	0	1	
WT	endolysosome	232	5	0	0	1	
MUT	endolysosome	232	43	0	0	1	
WT	nucleolus organizer region	232	5	0	0	1	
MUT	nucleolus organizer region	232	43	0	0	1	
WT	CHRAC	232	5	0	0	1	
MUT	CHRAC	232	43	0	0	1	
WT	ACF complex	232	5	0	0	1	
MUT	ACF complex	232	43	0	0	1	
WT	nuclear proteasome complex	232	5	0	0	1	
MUT	nuclear proteasome complex	232	43	0	0	1	
WT	phenylalanine-tRNA ligase complex	232	5	0	0	1	
MUT	phenylalanine-tRNA ligase complex	232	43	0	0	1	
WT	cytoplasmic ubiquitin ligase complex	232	5	0	0	1	
MUT	cytoplasmic ubiquitin ligase complex	232	43	0	0	1	
WT	postsynaptic specialization of symmetric synapse	232	5	0	0	1	
MUT	postsynaptic specialization of symmetric synapse	232	43	0	0	1	
WT	clathrin vesicle coat	232	5	0	0	1	
MUT	clathrin vesicle coat	232	43	0	0	1	
WT	MCM8-MCM9 complex	232	5	0	0	1	
MUT	MCM8-MCM9 complex	232	43	0	0	1	
WT	distal portion of axoneme	232	5	0	0	1	
MUT	distal portion of axoneme	232	43	0	0	1	
WT	chromosome, centromeric core domain	232	5	0	0	1	
MUT	chromosome, centromeric core domain	232	43	0	0	1	
WT	mannosyltransferase complex	232	5	0	0	1	
MUT	mannosyltransferase complex	232	43	0	0	1	
WT	SUMO activating enzyme complex	232	5	0	0	1	
MUT	SUMO activating enzyme complex	232	43	0	0	1	
WT	subsarcolemmal mitochondrion	232	5	0	0	1	
MUT	subsarcolemmal mitochondrion	232	43	0	0	1	
WT	interfibrillar mitochondrion	232	5	0	0	1	
MUT	interfibrillar mitochondrion	232	43	0	0	1	
WT	chiasma	232	5	0	0	1	
MUT	chiasma	232	43	0	0	1	
WT	vacuolar proton-transporting V-type ATPase, V1 domain	232	5	0	0	1	
MUT	vacuolar proton-transporting V-type ATPase, V1 domain	232	43	0	0	1	
WT	autophagosome lumen	232	5	0	0	1	
MUT	autophagosome lumen	232	43	0	0	1	
WT	host cell PML body	232	5	0	0	1	
MUT	host cell PML body	232	43	0	0	1	
WT	basal ectoplasmic specialization	232	5	0	0	1	
MUT	basal ectoplasmic specialization	232	43	0	0	1	
WT	neuronal dense core vesicle membrane	232	5	0	0	1	
MUT	neuronal dense core vesicle membrane	232	43	0	0	1	
WT	vesicle tethering complex	232	5	0	0	1	
MUT	vesicle tethering complex	232	43	0	0	1	
WT	cytoskeleton of presynaptic active zone	232	5	0	0	1	
MUT	cytoskeleton of presynaptic active zone	232	43	0	0	1	
WT	ARC complex	232	5	0	0	1	
MUT	ARC complex	232	43	0	0	1	
WT	apical tubulobulbar complex	232	5	0	0	1	
MUT	apical tubulobulbar complex	232	43	0	0	1	
WT	basal tubulobulbar complex	232	5	0	0	1	
MUT	basal tubulobulbar complex	232	43	0	0	1	
WT	m-AAA complex	232	5	0	0	1	
MUT	m-AAA complex	232	43	0	0	1	
WT	neuron projection branch point	232	5	0	0	1	
MUT	neuron projection branch point	232	43	0	0	1	
WT	dendritic spine cytoplasm	232	5	0	0	1	
MUT	dendritic spine cytoplasm	232	43	0	0	1	
WT	dentate gyrus mossy fiber	232	5	0	0	1	
MUT	dentate gyrus mossy fiber	232	43	0	0	1	
WT	integral component of autophagosome membrane	232	5	0	0	1	
MUT	integral component of autophagosome membrane	232	43	0	0	1	
WT	postsynaptic specialization	232	5	0	0	1	
MUT	postsynaptic specialization	232	43	0	0	1	
WT	Golgi cis cisterna membrane	232	5	0	0	1	
MUT	Golgi cis cisterna membrane	232	43	0	0	1	
WT	serine/threonine protein kinase complex	232	5	0	0	1	
MUT	serine/threonine protein kinase complex	232	43	0	0	1	
WT	PAM complex, Tim23 associated import motor	232	5	0	0	1	
MUT	PAM complex, Tim23 associated import motor	232	43	0	0	1	
WT	glial cytoplasmic inclusion	232	5	0	0	1	
MUT	glial cytoplasmic inclusion	232	43	0	0	1	
WT	classical Lewy body	232	5	0	0	1	
MUT	classical Lewy body	232	43	0	0	1	
WT	Lewy neurite	232	5	0	0	1	
MUT	Lewy neurite	232	43	0	0	1	
WT	Lewy body corona	232	5	0	0	1	
MUT	Lewy body corona	232	43	0	0	1	
WT	Las1 complex	232	5	0	0	1	
MUT	Las1 complex	232	43	0	0	1	
WT	proton-transporting V-type ATPase complex	232	5	0	0	1	
MUT	proton-transporting V-type ATPase complex	232	43	0	0	1	
WT	macropinocytic cup	232	5	0	0	1	
MUT	macropinocytic cup	232	43	0	0	1	
WT	signal peptidase complex	232	5	0	0	1	
MUT	signal peptidase complex	232	43	0	0	1	
WT	integrin alpha4-beta1 complex	232	5	0	0	1	
MUT	integrin alpha4-beta1 complex	232	43	0	0	1	
WT	EMILIN complex	232	5	0	0	1	
MUT	EMILIN complex	232	43	0	0	1	
WT	immunoglobulin complex, circulating	232	5	0	0	1	
MUT	immunoglobulin complex, circulating	232	43	0	0	1	
WT	extrinsic component of presynaptic endocytic zone membrane	232	5	0	0	1	
MUT	extrinsic component of presynaptic endocytic zone membrane	232	43	0	0	1	
WT	tRNA (m1A) methyltransferase complex	232	5	0	0	1	
MUT	tRNA (m1A) methyltransferase complex	232	43	0	0	1	
WT	cell division site	232	5	0	0	1	
MUT	cell division site	232	43	0	0	1	
WT	G-protein beta/gamma-subunit complex	232	5	0	0	1	
MUT	G-protein beta/gamma-subunit complex	232	43	0	0	1	
WT	actin cortical patch	232	5	2	0	1	
MUT	actin cortical patch	232	43	2	0	1	
WT	CCR4-NOT core complex	232	5	0	0	1	
MUT	CCR4-NOT core complex	232	43	0	0	1	
WT	spliceosomal tri-snRNP complex	232	5	0	0	1	
MUT	spliceosomal tri-snRNP complex	232	43	0	0	1	
WT	kainate selective glutamate receptor complex	232	5	0	0	1	
MUT	kainate selective glutamate receptor complex	232	43	0	0	1	
WT	HIR complex	232	5	0	0	1	
MUT	HIR complex	232	43	0	0	1	
WT	U2-type post-spliceosomal complex	232	5	0	0	1	
MUT	U2-type post-spliceosomal complex	232	43	0	0	1	
WT	RNA polymerase I complex	232	5	0	0	1	
MUT	RNA polymerase I complex	232	43	0	0	1	
WT	nuclear pore central transport channel	232	5	0	0	1	
MUT	nuclear pore central transport channel	232	43	0	0	1	
WT	eRF1 methyltransferase complex	232	5	0	0	1	
MUT	eRF1 methyltransferase complex	232	43	0	0	1	
WT	Gtr1-Gtr2 GTPase complex	232	5	0	0	1	
MUT	Gtr1-Gtr2 GTPase complex	232	43	0	0	1	
WT	plasma membrane signaling receptor complex	232	5	0	0	1	
MUT	plasma membrane signaling receptor complex	232	43	0	0	1	
WT	translation release factor complex	232	5	0	0	1	
MUT	translation release factor complex	232	43	0	0	1	
WT	core mediator complex	232	5	0	0	1	
MUT	core mediator complex	232	43	0	0	1	
WT	MutLalpha complex	232	5	0	0	1	
MUT	MutLalpha complex	232	43	0	0	1	
WT	ribonuclease P complex	232	5	0	0	1	
MUT	ribonuclease P complex	232	43	0	0	1	
WT	mismatch repair complex	232	5	0	0	1	
MUT	mismatch repair complex	232	43	0	0	1	
WT	site of polarized growth	232	5	2	0	1	
MUT	site of polarized growth	232	43	2	0	1	
WT	post-mRNA release spliceosomal complex	232	5	1	0	1	
MUT	post-mRNA release spliceosomal complex	232	43	1	0	1	
WT	septin ring	232	5	0	0	1	
MUT	septin ring	232	43	0	0	1	
WT	mitochondrial processing peptidase complex	232	5	0	0	1	
MUT	mitochondrial processing peptidase complex	232	43	0	0	1	
WT	NSL complex	232	5	0	0	1	
MUT	NSL complex	232	43	0	0	1	
WT	DNA recombinase complex	232	5	0	0	1	
MUT	DNA recombinase complex	232	43	0	0	1	
WT	Sin3-type complex	232	5	0	0	1	
MUT	Sin3-type complex	232	43	0	0	1	
WT	postsynaptic endocytic zone membrane	232	5	0	0	1	
MUT	postsynaptic endocytic zone membrane	232	43	0	0	1	
WT	Pwp2p-containing subcomplex of 90S preribosome	232	5	0	0	1	
MUT	Pwp2p-containing subcomplex of 90S preribosome	232	43	0	0	1	
WT	RAVE complex	232	5	0	0	1	
MUT	RAVE complex	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class III, type II	232	5	0	0	1	
MUT	phosphatidylinositol 3-kinase complex, class III, type II	232	43	0	0	1	
WT	laminin complex	232	5	1	0	1	
MUT	laminin complex	232	43	1	0	1	
WT	proton-transporting ATP synthase complex, catalytic core F(1)	232	5	0	0	1	
MUT	proton-transporting ATP synthase complex, catalytic core F(1)	232	43	0	0	1	
WT	Toll-like receptor 2-Toll-like receptor 6 protein complex	232	5	0	0	1	
MUT	Toll-like receptor 2-Toll-like receptor 6 protein complex	232	43	0	0	1	
WT	nuclear pore inner ring	232	5	0	0	1	
MUT	nuclear pore inner ring	232	43	0	0	1	
WT	ribose phosphate diphosphokinase complex	232	5	0	0	1	
MUT	ribose phosphate diphosphokinase complex	232	43	0	0	1	
WT	nuclear SCF ubiquitin ligase complex	232	5	0	0	1	
MUT	nuclear SCF ubiquitin ligase complex	232	43	0	0	1	
WT	checkpoint clamp complex	232	5	0	0	1	
MUT	checkpoint clamp complex	232	43	0	0	1	
WT	CURI complex	232	5	0	0	1	
MUT	CURI complex	232	43	0	0	1	
WT	glycosylphosphatidylinositol-mannosyltransferase I complex	232	5	0	0	1	
MUT	glycosylphosphatidylinositol-mannosyltransferase I complex	232	43	0	0	1	
WT	axonemal central apparatus	232	5	0	0	1	
MUT	axonemal central apparatus	232	43	0	0	1	
WT	Sec62/Sec63 complex	232	5	0	0	1	
MUT	Sec62/Sec63 complex	232	43	0	0	1	
WT	Lsm1-7-Pat1 complex	232	5	0	0	1	
MUT	Lsm1-7-Pat1 complex	232	43	0	0	1	
WT	postsynaptic endocytic zone cytoplasmic component	232	5	0	0	1	
MUT	postsynaptic endocytic zone cytoplasmic component	232	43	0	0	1	
WT	peroxisomal importomer complex	232	5	0	0	1	
MUT	peroxisomal importomer complex	232	43	0	0	1	
WT	EGO complex	232	5	0	0	1	
MUT	EGO complex	232	43	0	0	1	
WT	tRNA-specific adenosine-34 deaminase complex	232	5	0	0	1	
MUT	tRNA-specific adenosine-34 deaminase complex	232	43	0	0	1	
WT	mitochondrial proton-transporting ATP synthase, stator stalk	232	5	0	0	1	
MUT	mitochondrial proton-transporting ATP synthase, stator stalk	232	43	0	0	1	
WT	extrinsic component of vacuolar membrane	232	5	0	0	1	
MUT	extrinsic component of vacuolar membrane	232	43	0	0	1	
WT	replication fork protection complex	232	5	1	0	1	
MUT	replication fork protection complex	232	43	1	0	1	
WT	Cdc48p-Npl4p-Vms1p AAA ATPase complex	232	5	0	0	1	
MUT	Cdc48p-Npl4p-Vms1p AAA ATPase complex	232	43	0	0	1	
WT	respiratory chain complex I	232	5	0	0	1	
MUT	respiratory chain complex I	232	43	0	0	1	
WT	NatB complex	232	5	0	0	1	
MUT	NatB complex	232	43	0	0	1	
WT	DNA replication preinitiation complex	232	5	0	0	1	
MUT	DNA replication preinitiation complex	232	43	0	0	1	
WT	GID complex	232	5	0	0	1	
MUT	GID complex	232	43	0	0	1	
WT	succinate-CoA ligase complex	232	5	0	0	1	
MUT	succinate-CoA ligase complex	232	43	0	0	1	
WT	post-spliceosomal complex	232	5	0	0	1	
MUT	post-spliceosomal complex	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class III, type I	232	5	0	0	1	
MUT	phosphatidylinositol 3-kinase complex, class III, type I	232	43	0	0	1	
WT	Mis6-Sim4 complex	232	5	0	0	1	
MUT	Mis6-Sim4 complex	232	43	0	0	1	
WT	transcription factor TFIIK complex	232	5	0	0	1	
MUT	transcription factor TFIIK complex	232	43	0	0	1	
WT	nuclear cohesin complex	232	5	0	0	1	
MUT	nuclear cohesin complex	232	43	0	0	1	
WT	transcription factor TFIIE complex	232	5	0	0	1	
MUT	transcription factor TFIIE complex	232	43	0	0	1	
WT	GINS complex	232	5	0	0	1	
MUT	GINS complex	232	43	0	0	1	
WT	TRAPPII protein complex	232	5	0	0	1	
MUT	TRAPPII protein complex	232	43	0	0	1	
WT	mitochondrial oxoglutarate dehydrogenase complex	232	5	0	0	1	
MUT	mitochondrial oxoglutarate dehydrogenase complex	232	43	0	0	1	
WT	nuclear pre-replicative complex	232	5	0	0	1	
MUT	nuclear pre-replicative complex	232	43	0	0	1	
WT	multi-eIF complex	232	5	0	0	1	
MUT	multi-eIF complex	232	43	0	0	1	
WT	PAS complex	232	5	0	0	1	
MUT	PAS complex	232	43	0	0	1	
WT	actin-based cell projection	232	5	0	0	1	
MUT	actin-based cell projection	232	43	0	0	1	
WT	Rix1 complex	232	5	0	0	1	
MUT	Rix1 complex	232	43	0	0	1	
WT	bub1-bub3 complex	232	5	0	0	1	
MUT	bub1-bub3 complex	232	43	0	0	1	
WT	negative cofactor 2 complex	232	5	0	0	1	
MUT	negative cofactor 2 complex	232	43	0	0	1	
WT	Dbf4-dependent protein kinase complex	232	5	0	0	1	
MUT	Dbf4-dependent protein kinase complex	232	43	0	0	1	
WT	NADH dehydrogenase complex	232	5	0	0	1	
MUT	NADH dehydrogenase complex	232	43	0	0	1	
WT	equatorial microtubule organizing center	232	5	0	0	1	
MUT	equatorial microtubule organizing center	232	43	0	0	1	
WT	striated muscle dense body	232	5	0	0	1	
MUT	striated muscle dense body	232	43	0	0	1	
WT	DNA ligase III-XRCC1 complex	232	5	0	0	1	
MUT	DNA ligase III-XRCC1 complex	232	43	0	0	1	
WT	cytosolic tRNA wobble base thiouridylase complex	232	5	0	0	1	
MUT	cytosolic tRNA wobble base thiouridylase complex	232	43	0	0	1	
WT	RQC complex	232	5	0	0	1	
MUT	RQC complex	232	43	0	0	1	
WT	DNA polymerase complex	232	5	0	0	1	
MUT	DNA polymerase complex	232	43	0	0	1	
WT	mitotic checkpoint complex	232	5	0	0	1	
MUT	mitotic checkpoint complex	232	43	0	0	1	
WT	membrane-bounded organelle	232	5	0	0	1	
MUT	membrane-bounded organelle	232	43	0	0	1	
WT	postsynaptic early endosome	232	5	0	0	1	
MUT	postsynaptic early endosome	232	43	0	0	1	
WT	plasma membrane proton-transporting V-type ATPase complex	232	5	0	0	1	
MUT	plasma membrane proton-transporting V-type ATPase complex	232	43	0	0	1	
WT	ASTRA complex	232	5	0	0	1	
MUT	ASTRA complex	232	43	0	0	1	
WT	Rad6-Rad18 complex	232	5	0	0	1	
MUT	Rad6-Rad18 complex	232	43	0	0	1	
WT	UTP-C complex	232	5	0	0	1	
MUT	UTP-C complex	232	43	0	0	1	
WT	nuclear MIS12/MIND complex	232	5	0	0	1	
MUT	nuclear MIS12/MIND complex	232	43	0	0	1	
WT	RSC-type complex	232	5	0	0	1	
MUT	RSC-type complex	232	43	0	0	1	
WT	lytic vacuole	232	5	0	0	1	
MUT	lytic vacuole	232	43	0	0	1	
WT	Noc1p-Noc2p complex	232	5	0	0	1	
MUT	Noc1p-Noc2p complex	232	43	0	0	1	
WT	presynaptic endosome	232	5	0	0	1	
MUT	presynaptic endosome	232	43	0	0	1	
WT	Noc2p-Noc3p complex	232	5	0	0	1	
MUT	Noc2p-Noc3p complex	232	43	0	0	1	
WT	condensed nuclear chromosome inner kinetochore	232	5	0	0	1	
MUT	condensed nuclear chromosome inner kinetochore	232	43	0	0	1	
WT	mitochondrial fatty acid beta-oxidation multienzyme complex	232	5	0	0	1	
MUT	mitochondrial fatty acid beta-oxidation multienzyme complex	232	43	0	0	1	
WT	nucleoid	232	5	0	0	1	
MUT	nucleoid	232	43	0	0	1	
WT	TRC complex	232	5	0	0	1	
MUT	TRC complex	232	43	0	0	1	
WT	mitochondrial DNA-directed RNA polymerase complex	232	5	0	0	1	
MUT	mitochondrial DNA-directed RNA polymerase complex	232	43	0	0	1	
WT	Seh1-associated complex	232	5	0	0	1	
MUT	Seh1-associated complex	232	43	0	0	1	
WT	RecQ family helicase-topoisomerase III complex	232	5	0	0	1	
MUT	RecQ family helicase-topoisomerase III complex	232	43	0	0	1	
WT	nuclear cap binding complex	232	5	0	0	1	
MUT	nuclear cap binding complex	232	43	0	0	1	
WT	nucleotide-excision repair factor 3 complex	232	5	0	0	1	
MUT	nucleotide-excision repair factor 3 complex	232	43	0	0	1	
WT	nuclear pore transmembrane ring	232	5	0	0	1	
MUT	nuclear pore transmembrane ring	232	43	0	0	1	
WT	cone matrix sheath	232	5	0	0	1	
MUT	cone matrix sheath	232	43	0	0	1	
WT	TRAPPIII protein complex	232	5	0	0	1	
MUT	TRAPPIII protein complex	232	43	0	0	1	
WT	NuA3b histone acetyltransferase complex	232	5	0	0	1	
MUT	NuA3b histone acetyltransferase complex	232	43	0	0	1	
WT	meiotic spindle midzone	232	5	0	0	1	
MUT	meiotic spindle midzone	232	43	0	0	1	
WT	proteasome storage granule	232	5	0	0	1	
MUT	proteasome storage granule	232	43	0	0	1	
WT	nuclear microtubule	232	5	0	0	1	
MUT	nuclear microtubule	232	43	0	0	1	
WT	GET complex	232	5	0	0	1	
MUT	GET complex	232	43	0	0	1	
WT	nucleotide-excision repair factor 2 complex	232	5	0	0	1	
MUT	nucleotide-excision repair factor 2 complex	232	43	0	0	1	
WT	endodeoxyribonuclease complex	232	5	0	0	1	
MUT	endodeoxyribonuclease complex	232	43	0	0	1	
WT	nucleus-vacuole junction	232	5	0	0	1	
MUT	nucleus-vacuole junction	232	43	0	0	1	
WT	NuA3a histone acetyltransferase complex	232	5	0	0	1	
MUT	NuA3a histone acetyltransferase complex	232	43	0	0	1	
WT	TRAPPI protein complex	232	5	0	0	1	
MUT	TRAPPI protein complex	232	43	0	0	1	
WT	mRNA cleavage stimulating factor complex	232	5	0	0	1	
MUT	mRNA cleavage stimulating factor complex	232	43	0	0	1	
WT	presynaptic cytoskeleton	232	5	0	0	1	
MUT	presynaptic cytoskeleton	232	43	0	0	1	
WT	extrinsic component of postsynaptic early endosome membrane	232	5	0	0	1	
MUT	extrinsic component of postsynaptic early endosome membrane	232	43	0	0	1	
WT	SWI/SNF superfamily-type complex	232	5	0	0	1	
MUT	SWI/SNF superfamily-type complex	232	43	0	0	1	
