Specificity	GO_CC	Population	SpecificInts	CC	Overlap	Pvalue	OverlapGenes
WT	collagen type XII trimer	232	5	0	0	1	
KO	collagen type XII trimer	232	43	0	0	1	
WT	cytoplasmic side of late endosome membrane	232	5	0	0	1	
KO	cytoplasmic side of late endosome membrane	232	43	0	0	1	
WT	lamellar body membrane	232	5	0	0	1	
KO	lamellar body membrane	232	43	0	0	1	
WT	alveolar lamellar body membrane	232	5	0	0	1	
KO	alveolar lamellar body membrane	232	43	0	0	1	
WT	Derlin-1-VIMP complex	232	5	0	0	1	
KO	Derlin-1-VIMP complex	232	43	0	0	1	
WT	NLS-dependent protein nuclear import complex	232	5	0	0	1	
KO	NLS-dependent protein nuclear import complex	232	43	0	0	1	
WT	RES complex	232	5	0	0	1	
KO	RES complex	232	43	0	0	1	
WT	methyltransferase complex	232	5	0	0	1	
KO	methyltransferase complex	232	43	0	0	1	
WT	growing cell tip	232	5	0	0	1	
KO	growing cell tip	232	43	0	0	1	
WT	host cell presynaptic membrane	232	5	0	0	1	
KO	host cell presynaptic membrane	232	43	0	0	1	
WT	mucin granule	232	5	0	0	1	
KO	mucin granule	232	43	0	0	1	
WT	integral component of omegasome membrane	232	5	0	0	1	
KO	integral component of omegasome membrane	232	43	0	0	1	
WT	katanin complex	232	5	0	0	1	
KO	katanin complex	232	43	0	0	1	
WT	omegasome	232	5	0	0	1	
KO	omegasome	232	43	0	0	1	
WT	nuclear RNA export factor complex	232	5	0	0	1	
KO	nuclear RNA export factor complex	232	43	0	0	1	
WT	kinesin I complex	232	5	0	0	1	
KO	kinesin I complex	232	43	0	0	1	
WT	cone cell pedicle	232	5	0	0	1	
KO	cone cell pedicle	232	43	0	0	1	
WT	RNA polymerase transcription factor SL1 complex	232	5	0	0	1	
KO	RNA polymerase transcription factor SL1 complex	232	43	0	0	1	
WT	R2TP complex	232	5	0	0	1	
KO	R2TP complex	232	43	0	0	1	
WT	gamma-tubulin small complex	232	5	0	0	1	
KO	gamma-tubulin small complex	232	43	0	0	1	
WT	platelet dense granule	232	5	0	0	1	
KO	platelet dense granule	232	43	0	0	1	
WT	anchored component of the cytoplasmic side of the plasma membrane	232	5	0	0	1	
KO	anchored component of the cytoplasmic side of the plasma membrane	232	43	0	0	1	
WT	endolysosome	232	5	0	0	1	
KO	endolysosome	232	43	0	0	1	
WT	nucleolus organizer region	232	5	0	0	1	
KO	nucleolus organizer region	232	43	0	0	1	
WT	CHRAC	232	5	0	0	1	
KO	CHRAC	232	43	0	0	1	
WT	ACF complex	232	5	0	0	1	
KO	ACF complex	232	43	0	0	1	
WT	nuclear proteasome complex	232	5	0	0	1	
KO	nuclear proteasome complex	232	43	0	0	1	
WT	phenylalanine-tRNA ligase complex	232	5	0	0	1	
KO	phenylalanine-tRNA ligase complex	232	43	0	0	1	
WT	cytoplasmic ubiquitin ligase complex	232	5	0	0	1	
KO	cytoplasmic ubiquitin ligase complex	232	43	0	0	1	
WT	postsynaptic specialization of symmetric synapse	232	5	0	0	1	
KO	postsynaptic specialization of symmetric synapse	232	43	0	0	1	
WT	clathrin vesicle coat	232	5	0	0	1	
KO	clathrin vesicle coat	232	43	0	0	1	
WT	MCM8-MCM9 complex	232	5	0	0	1	
KO	MCM8-MCM9 complex	232	43	0	0	1	
WT	distal portion of axoneme	232	5	0	0	1	
KO	distal portion of axoneme	232	43	0	0	1	
WT	chromosome, centromeric core domain	232	5	0	0	1	
KO	chromosome, centromeric core domain	232	43	0	0	1	
WT	mannosyltransferase complex	232	5	0	0	1	
KO	mannosyltransferase complex	232	43	0	0	1	
WT	SUMO activating enzyme complex	232	5	0	0	1	
KO	SUMO activating enzyme complex	232	43	0	0	1	
WT	subsarcolemmal mitochondrion	232	5	0	0	1	
KO	subsarcolemmal mitochondrion	232	43	0	0	1	
WT	interfibrillar mitochondrion	232	5	0	0	1	
KO	interfibrillar mitochondrion	232	43	0	0	1	
WT	chiasma	232	5	0	0	1	
KO	chiasma	232	43	0	0	1	
WT	vacuolar proton-transporting V-type ATPase, V1 domain	232	5	0	0	1	
KO	vacuolar proton-transporting V-type ATPase, V1 domain	232	43	0	0	1	
WT	autophagosome lumen	232	5	0	0	1	
KO	autophagosome lumen	232	43	0	0	1	
WT	host cell PML body	232	5	0	0	1	
KO	host cell PML body	232	43	0	0	1	
WT	basal ectoplasmic specialization	232	5	0	0	1	
KO	basal ectoplasmic specialization	232	43	0	0	1	
WT	neuronal dense core vesicle membrane	232	5	0	0	1	
KO	neuronal dense core vesicle membrane	232	43	0	0	1	
WT	vesicle tethering complex	232	5	0	0	1	
KO	vesicle tethering complex	232	43	0	0	1	
WT	cytoskeleton of presynaptic active zone	232	5	0	0	1	
KO	cytoskeleton of presynaptic active zone	232	43	0	0	1	
WT	ARC complex	232	5	0	0	1	
KO	ARC complex	232	43	0	0	1	
WT	apical tubulobulbar complex	232	5	0	0	1	
KO	apical tubulobulbar complex	232	43	0	0	1	
WT	basal tubulobulbar complex	232	5	0	0	1	
KO	basal tubulobulbar complex	232	43	0	0	1	
WT	m-AAA complex	232	5	0	0	1	
KO	m-AAA complex	232	43	0	0	1	
WT	neuron projection branch point	232	5	0	0	1	
KO	neuron projection branch point	232	43	0	0	1	
WT	dendritic spine cytoplasm	232	5	0	0	1	
KO	dendritic spine cytoplasm	232	43	0	0	1	
WT	dentate gyrus mossy fiber	232	5	0	0	1	
KO	dentate gyrus mossy fiber	232	43	0	0	1	
WT	integral component of autophagosome membrane	232	5	0	0	1	
KO	integral component of autophagosome membrane	232	43	0	0	1	
WT	postsynaptic specialization	232	5	0	0	1	
KO	postsynaptic specialization	232	43	0	0	1	
WT	Golgi cis cisterna membrane	232	5	0	0	1	
KO	Golgi cis cisterna membrane	232	43	0	0	1	
WT	serine/threonine protein kinase complex	232	5	0	0	1	
KO	serine/threonine protein kinase complex	232	43	0	0	1	
WT	PAM complex, Tim23 associated import motor	232	5	0	0	1	
KO	PAM complex, Tim23 associated import motor	232	43	0	0	1	
WT	glial cytoplasmic inclusion	232	5	0	0	1	
KO	glial cytoplasmic inclusion	232	43	0	0	1	
WT	classical Lewy body	232	5	0	0	1	
KO	classical Lewy body	232	43	0	0	1	
WT	Lewy neurite	232	5	0	0	1	
KO	Lewy neurite	232	43	0	0	1	
WT	Lewy body corona	232	5	0	0	1	
KO	Lewy body corona	232	43	0	0	1	
WT	Las1 complex	232	5	0	0	1	
KO	Las1 complex	232	43	0	0	1	
WT	proton-transporting V-type ATPase complex	232	5	0	0	1	
KO	proton-transporting V-type ATPase complex	232	43	0	0	1	
WT	macropinocytic cup	232	5	0	0	1	
KO	macropinocytic cup	232	43	0	0	1	
WT	signal peptidase complex	232	5	0	0	1	
KO	signal peptidase complex	232	43	0	0	1	
WT	integrin alpha4-beta1 complex	232	5	0	0	1	
KO	integrin alpha4-beta1 complex	232	43	0	0	1	
WT	EMILIN complex	232	5	0	0	1	
KO	EMILIN complex	232	43	0	0	1	
WT	immunoglobulin complex, circulating	232	5	0	0	1	
KO	immunoglobulin complex, circulating	232	43	0	0	1	
WT	extrinsic component of presynaptic endocytic zone membrane	232	5	0	0	1	
KO	extrinsic component of presynaptic endocytic zone membrane	232	43	0	0	1	
WT	tRNA (m1A) methyltransferase complex	232	5	0	0	1	
KO	tRNA (m1A) methyltransferase complex	232	43	0	0	1	
WT	cell division site	232	5	0	0	1	
KO	cell division site	232	43	0	0	1	
WT	G-protein beta/gamma-subunit complex	232	5	0	0	1	
KO	G-protein beta/gamma-subunit complex	232	43	0	0	1	
WT	actin cortical patch	232	5	2	0	1	
KO	actin cortical patch	232	43	2	0	1	
WT	CCR4-NOT core complex	232	5	0	0	1	
KO	CCR4-NOT core complex	232	43	0	0	1	
WT	spliceosomal tri-snRNP complex	232	5	0	0	1	
KO	spliceosomal tri-snRNP complex	232	43	0	0	1	
WT	kainate selective glutamate receptor complex	232	5	0	0	1	
KO	kainate selective glutamate receptor complex	232	43	0	0	1	
WT	HIR complex	232	5	0	0	1	
KO	HIR complex	232	43	0	0	1	
WT	U2-type post-spliceosomal complex	232	5	0	0	1	
KO	U2-type post-spliceosomal complex	232	43	0	0	1	
WT	RNA polymerase I complex	232	5	0	0	1	
KO	RNA polymerase I complex	232	43	0	0	1	
WT	nuclear pore central transport channel	232	5	0	0	1	
KO	nuclear pore central transport channel	232	43	0	0	1	
WT	eRF1 methyltransferase complex	232	5	0	0	1	
KO	eRF1 methyltransferase complex	232	43	0	0	1	
WT	Gtr1-Gtr2 GTPase complex	232	5	0	0	1	
KO	Gtr1-Gtr2 GTPase complex	232	43	0	0	1	
WT	plasma membrane signaling receptor complex	232	5	0	0	1	
KO	plasma membrane signaling receptor complex	232	43	0	0	1	
WT	translation release factor complex	232	5	0	0	1	
KO	translation release factor complex	232	43	0	0	1	
WT	core mediator complex	232	5	0	0	1	
KO	core mediator complex	232	43	0	0	1	
WT	MutLalpha complex	232	5	0	0	1	
KO	MutLalpha complex	232	43	0	0	1	
WT	ribonuclease P complex	232	5	0	0	1	
KO	ribonuclease P complex	232	43	0	0	1	
WT	mismatch repair complex	232	5	0	0	1	
KO	mismatch repair complex	232	43	0	0	1	
WT	site of polarized growth	232	5	2	0	1	
KO	site of polarized growth	232	43	2	0	1	
WT	post-mRNA release spliceosomal complex	232	5	1	0	1	
KO	post-mRNA release spliceosomal complex	232	43	1	0	1	
WT	septin ring	232	5	0	0	1	
KO	septin ring	232	43	0	0	1	
WT	mitochondrial processing peptidase complex	232	5	0	0	1	
KO	mitochondrial processing peptidase complex	232	43	0	0	1	
WT	NSL complex	232	5	0	0	1	
KO	NSL complex	232	43	0	0	1	
WT	DNA recombinase complex	232	5	0	0	1	
KO	DNA recombinase complex	232	43	0	0	1	
WT	Sin3-type complex	232	5	0	0	1	
KO	Sin3-type complex	232	43	0	0	1	
WT	postsynaptic endocytic zone membrane	232	5	0	0	1	
KO	postsynaptic endocytic zone membrane	232	43	0	0	1	
WT	Pwp2p-containing subcomplex of 90S preribosome	232	5	0	0	1	
KO	Pwp2p-containing subcomplex of 90S preribosome	232	43	0	0	1	
WT	RAVE complex	232	5	0	0	1	
KO	RAVE complex	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class III, type II	232	5	0	0	1	
KO	phosphatidylinositol 3-kinase complex, class III, type II	232	43	0	0	1	
WT	laminin complex	232	5	1	0	1	
KO	laminin complex	232	43	1	0	1	
WT	proton-transporting ATP synthase complex, catalytic core F(1)	232	5	0	0	1	
KO	proton-transporting ATP synthase complex, catalytic core F(1)	232	43	0	0	1	
WT	Toll-like receptor 2-Toll-like receptor 6 protein complex	232	5	0	0	1	
KO	Toll-like receptor 2-Toll-like receptor 6 protein complex	232	43	0	0	1	
WT	nuclear pore inner ring	232	5	0	0	1	
KO	nuclear pore inner ring	232	43	0	0	1	
WT	ribose phosphate diphosphokinase complex	232	5	0	0	1	
KO	ribose phosphate diphosphokinase complex	232	43	0	0	1	
WT	nuclear SCF ubiquitin ligase complex	232	5	0	0	1	
KO	nuclear SCF ubiquitin ligase complex	232	43	0	0	1	
WT	checkpoint clamp complex	232	5	0	0	1	
KO	checkpoint clamp complex	232	43	0	0	1	
WT	CURI complex	232	5	0	0	1	
KO	CURI complex	232	43	0	0	1	
WT	glycosylphosphatidylinositol-mannosyltransferase I complex	232	5	0	0	1	
KO	glycosylphosphatidylinositol-mannosyltransferase I complex	232	43	0	0	1	
WT	axonemal central apparatus	232	5	0	0	1	
KO	axonemal central apparatus	232	43	0	0	1	
WT	Sec62/Sec63 complex	232	5	0	0	1	
KO	Sec62/Sec63 complex	232	43	0	0	1	
WT	Lsm1-7-Pat1 complex	232	5	0	0	1	
KO	Lsm1-7-Pat1 complex	232	43	0	0	1	
WT	postsynaptic endocytic zone cytoplasmic component	232	5	0	0	1	
KO	postsynaptic endocytic zone cytoplasmic component	232	43	0	0	1	
WT	peroxisomal importomer complex	232	5	0	0	1	
KO	peroxisomal importomer complex	232	43	0	0	1	
WT	EGO complex	232	5	0	0	1	
KO	EGO complex	232	43	0	0	1	
WT	tRNA-specific adenosine-34 deaminase complex	232	5	0	0	1	
KO	tRNA-specific adenosine-34 deaminase complex	232	43	0	0	1	
WT	mitochondrial proton-transporting ATP synthase, stator stalk	232	5	0	0	1	
KO	mitochondrial proton-transporting ATP synthase, stator stalk	232	43	0	0	1	
WT	extrinsic component of vacuolar membrane	232	5	0	0	1	
KO	extrinsic component of vacuolar membrane	232	43	0	0	1	
WT	replication fork protection complex	232	5	1	0	1	
KO	replication fork protection complex	232	43	1	0	1	
WT	Cdc48p-Npl4p-Vms1p AAA ATPase complex	232	5	0	0	1	
KO	Cdc48p-Npl4p-Vms1p AAA ATPase complex	232	43	0	0	1	
WT	respiratory chain complex I	232	5	0	0	1	
KO	respiratory chain complex I	232	43	0	0	1	
WT	NatB complex	232	5	0	0	1	
KO	NatB complex	232	43	0	0	1	
WT	DNA replication preinitiation complex	232	5	0	0	1	
KO	DNA replication preinitiation complex	232	43	0	0	1	
WT	GID complex	232	5	0	0	1	
KO	GID complex	232	43	0	0	1	
WT	succinate-CoA ligase complex	232	5	0	0	1	
KO	succinate-CoA ligase complex	232	43	0	0	1	
WT	post-spliceosomal complex	232	5	0	0	1	
KO	post-spliceosomal complex	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class III, type I	232	5	0	0	1	
KO	phosphatidylinositol 3-kinase complex, class III, type I	232	43	0	0	1	
WT	Mis6-Sim4 complex	232	5	0	0	1	
KO	Mis6-Sim4 complex	232	43	0	0	1	
WT	transcription factor TFIIK complex	232	5	0	0	1	
KO	transcription factor TFIIK complex	232	43	0	0	1	
WT	nuclear cohesin complex	232	5	0	0	1	
KO	nuclear cohesin complex	232	43	0	0	1	
WT	transcription factor TFIIE complex	232	5	0	0	1	
KO	transcription factor TFIIE complex	232	43	0	0	1	
WT	GINS complex	232	5	0	0	1	
KO	GINS complex	232	43	0	0	1	
WT	TRAPPII protein complex	232	5	0	0	1	
KO	TRAPPII protein complex	232	43	0	0	1	
WT	mitochondrial oxoglutarate dehydrogenase complex	232	5	0	0	1	
KO	mitochondrial oxoglutarate dehydrogenase complex	232	43	0	0	1	
WT	nuclear pre-replicative complex	232	5	0	0	1	
KO	nuclear pre-replicative complex	232	43	0	0	1	
WT	multi-eIF complex	232	5	0	0	1	
KO	multi-eIF complex	232	43	0	0	1	
WT	PAS complex	232	5	0	0	1	
KO	PAS complex	232	43	0	0	1	
WT	actin-based cell projection	232	5	0	0	1	
KO	actin-based cell projection	232	43	0	0	1	
WT	Rix1 complex	232	5	0	0	1	
KO	Rix1 complex	232	43	0	0	1	
WT	bub1-bub3 complex	232	5	0	0	1	
KO	bub1-bub3 complex	232	43	0	0	1	
WT	negative cofactor 2 complex	232	5	0	0	1	
KO	negative cofactor 2 complex	232	43	0	0	1	
WT	Dbf4-dependent protein kinase complex	232	5	0	0	1	
KO	Dbf4-dependent protein kinase complex	232	43	0	0	1	
WT	NADH dehydrogenase complex	232	5	0	0	1	
KO	NADH dehydrogenase complex	232	43	0	0	1	
WT	equatorial microtubule organizing center	232	5	0	0	1	
KO	equatorial microtubule organizing center	232	43	0	0	1	
WT	striated muscle dense body	232	5	0	0	1	
KO	striated muscle dense body	232	43	0	0	1	
WT	DNA ligase III-XRCC1 complex	232	5	0	0	1	
KO	DNA ligase III-XRCC1 complex	232	43	0	0	1	
WT	cytosolic tRNA wobble base thiouridylase complex	232	5	0	0	1	
KO	cytosolic tRNA wobble base thiouridylase complex	232	43	0	0	1	
WT	RQC complex	232	5	0	0	1	
KO	RQC complex	232	43	0	0	1	
WT	DNA polymerase complex	232	5	0	0	1	
KO	DNA polymerase complex	232	43	0	0	1	
WT	mitotic checkpoint complex	232	5	0	0	1	
KO	mitotic checkpoint complex	232	43	0	0	1	
WT	membrane-bounded organelle	232	5	0	0	1	
KO	membrane-bounded organelle	232	43	0	0	1	
WT	postsynaptic early endosome	232	5	0	0	1	
KO	postsynaptic early endosome	232	43	0	0	1	
WT	plasma membrane proton-transporting V-type ATPase complex	232	5	0	0	1	
KO	plasma membrane proton-transporting V-type ATPase complex	232	43	0	0	1	
WT	ASTRA complex	232	5	0	0	1	
KO	ASTRA complex	232	43	0	0	1	
WT	Rad6-Rad18 complex	232	5	0	0	1	
KO	Rad6-Rad18 complex	232	43	0	0	1	
WT	UTP-C complex	232	5	0	0	1	
KO	UTP-C complex	232	43	0	0	1	
WT	nuclear MIS12/MIND complex	232	5	0	0	1	
KO	nuclear MIS12/MIND complex	232	43	0	0	1	
WT	RSC-type complex	232	5	0	0	1	
KO	RSC-type complex	232	43	0	0	1	
WT	lytic vacuole	232	5	0	0	1	
KO	lytic vacuole	232	43	0	0	1	
WT	Noc1p-Noc2p complex	232	5	0	0	1	
KO	Noc1p-Noc2p complex	232	43	0	0	1	
WT	presynaptic endosome	232	5	0	0	1	
KO	presynaptic endosome	232	43	0	0	1	
WT	Noc2p-Noc3p complex	232	5	0	0	1	
KO	Noc2p-Noc3p complex	232	43	0	0	1	
WT	condensed nuclear chromosome inner kinetochore	232	5	0	0	1	
KO	condensed nuclear chromosome inner kinetochore	232	43	0	0	1	
WT	mitochondrial fatty acid beta-oxidation multienzyme complex	232	5	0	0	1	
KO	mitochondrial fatty acid beta-oxidation multienzyme complex	232	43	0	0	1	
WT	nucleoid	232	5	0	0	1	
KO	nucleoid	232	43	0	0	1	
WT	TRC complex	232	5	0	0	1	
KO	TRC complex	232	43	0	0	1	
WT	mitochondrial DNA-directed RNA polymerase complex	232	5	0	0	1	
KO	mitochondrial DNA-directed RNA polymerase complex	232	43	0	0	1	
WT	Seh1-associated complex	232	5	0	0	1	
KO	Seh1-associated complex	232	43	0	0	1	
WT	RecQ family helicase-topoisomerase III complex	232	5	0	0	1	
KO	RecQ family helicase-topoisomerase III complex	232	43	0	0	1	
WT	nuclear cap binding complex	232	5	0	0	1	
KO	nuclear cap binding complex	232	43	0	0	1	
WT	nucleotide-excision repair factor 3 complex	232	5	0	0	1	
KO	nucleotide-excision repair factor 3 complex	232	43	0	0	1	
WT	nuclear pore transmembrane ring	232	5	0	0	1	
KO	nuclear pore transmembrane ring	232	43	0	0	1	
WT	cone matrix sheath	232	5	0	0	1	
KO	cone matrix sheath	232	43	0	0	1	
WT	TRAPPIII protein complex	232	5	0	0	1	
KO	TRAPPIII protein complex	232	43	0	0	1	
WT	NuA3b histone acetyltransferase complex	232	5	0	0	1	
KO	NuA3b histone acetyltransferase complex	232	43	0	0	1	
WT	meiotic spindle midzone	232	5	0	0	1	
KO	meiotic spindle midzone	232	43	0	0	1	
WT	proteasome storage granule	232	5	0	0	1	
KO	proteasome storage granule	232	43	0	0	1	
WT	nuclear microtubule	232	5	0	0	1	
KO	nuclear microtubule	232	43	0	0	1	
WT	GET complex	232	5	0	0	1	
KO	GET complex	232	43	0	0	1	
WT	nucleotide-excision repair factor 2 complex	232	5	0	0	1	
KO	nucleotide-excision repair factor 2 complex	232	43	0	0	1	
WT	endodeoxyribonuclease complex	232	5	0	0	1	
KO	endodeoxyribonuclease complex	232	43	0	0	1	
WT	nucleus-vacuole junction	232	5	0	0	1	
KO	nucleus-vacuole junction	232	43	0	0	1	
WT	NuA3a histone acetyltransferase complex	232	5	0	0	1	
KO	NuA3a histone acetyltransferase complex	232	43	0	0	1	
WT	TRAPPI protein complex	232	5	0	0	1	
KO	TRAPPI protein complex	232	43	0	0	1	
WT	mRNA cleavage stimulating factor complex	232	5	0	0	1	
KO	mRNA cleavage stimulating factor complex	232	43	0	0	1	
WT	presynaptic cytoskeleton	232	5	0	0	1	
KO	presynaptic cytoskeleton	232	43	0	0	1	
WT	extrinsic component of postsynaptic early endosome membrane	232	5	0	0	1	
KO	extrinsic component of postsynaptic early endosome membrane	232	43	0	0	1	
WT	SWI/SNF superfamily-type complex	232	5	0	0	1	
KO	SWI/SNF superfamily-type complex	232	43	0	0	1	
